"","ActiveScreener.Id","Time.of.Screening","Title","Authors","Question","List.of.Reviewers","answers"
"8772","7362049","05/13/2021 23:51:35","Valuing air quality impacts using stated choice analysis: Trading offvisibility against morbidity effects","Rizzi, L. I., De La Maza, C., Cifuentes, L. A.  et al.","09 spatial scale","Manzano, Carlos","Local"
"8773","7362048","06/01/2021 21:57:09","The external costs of private versus public road transport in the Metropolitan Area of Santiago, Chile","Rizzi, L. I., De La Maza, C. ","09 spatial scale","Toro, Richard","Local"
"8774","7362047","06/30/2021 20:39:43","Estudios de series temporales de energía solar UV-B de 305 nm y espesor de la capa de ozono estratosférico en Arica, norte de Chile","Rivas, Miguel, Leiva, Carlos, Rojas, Elisa ","09 spatial scale","Sanchez, Luis","Local"
"8775","7362046","07/11/2021 17:41:50","Association between indoor contamination and respiratory diseases in children living in Temuco and Padre Las Casas, Chile","Rivas, E., Barrios, S., Dorner, A.  et al.","09 spatial scale","Manzano, Carlos","Local"
"8776","7362045","05/25/2021 17:38:31","Cancer risk in an arsenic-contaminated area of chile","Rivara, M. I., Cebrian, M., Corey, G.  et al.","09 spatial scale","Manzano, Carlos","Local"
"8777","7362044","07/12/2021 12:28:31","Non-conservative behavior of bromide in surface waters and brines of Central Andes: A release into the atmosphere?","Risacher, F., Fritz, B., Alonso, H. ","09 spatial scale","Manzano, Carlos","Regional"
"8778","7362043","06/23/2021 01:50:12","Efecto directo e indirecto de la dispersión de las emisiones industriales sobre la regulación ambiental","Rioseco Vallejos, Gabriel, Mardones Poblete, Cristian, Jiménez del Río, Jorge ","09 spatial scale","Toro, Richard","Regional"
"8779","7362042","06/27/2021 17:19:35","Estudio de metales urinarios y plomo en sangre: parámetros poblacionales en Antofagasta, 2018","Ríos, Juan Carlos, Villarroel, Luis, Torres, Marisa  et al.","09 spatial scale","Toro, Richard","Local"
"8780","7362041","05/05/2021 23:15:55","Total element concentration and chemical fractionation in airborne particulate matter from Santiago, Chile","Richter, P., Griño, P., Ahumada, I.  et al.","09 spatial scale","Toro, Richard","Local"
"8781","7362040","05/20/2021 00:28:26","Controlling air pollution in a context of high energy poverty levels in southern Chile: Clean air but colder houses?","Reyes, R., Schueftan, A., Ruiz, C.  et al.","09 spatial scale","Sanchez, Luis","Local"
"8782","7362039","04/27/2021 20:06:37","The firewood dilemma: Human health in a broader context of well-being in Chile","Reyes, R., Nelson, H., Navarro, F.  et al.","09 spatial scale","Manzano, Carlos","Regional"
"8783","7362038","05/19/2021 00:44:10","Photooxidation of emissions from firewood and pellet combustion using a photochemical chamber","Reyes, F., Vasquez, Y., Gramsch, E.  et al.","09 spatial scale","Sanchez, Luis","Micro-scale"
"8784","7362037","05/25/2021 23:40:37","Lower tract respiratory infection in children younger than 5years of age and adverse pregnancy outcomes related to household air pollution in Bariloche (Argentina) and Temuco (Chile)","Rey-Ares, L., Irazola, V., Althabe, F.  et al.","09 spatial scale","Sanchez, Luis","Local"
"8785","7362036","06/29/2021 00:19:28","Impacto de la contaminación por material particulado sobre las atenciones de urgencias por causas respiratorias en Chillán, Concepción y Los Ángeles","Remaggi S, Jonnathan, Mardones P, Cristián, Jiménez R, Jorge ","09 spatial scale","Toro, Richard","Regional"
"8786","7362035","05/10/2021 18:29:18","Towards a regional passive air sampling network and strategy for new POPs in the GRULAC region: Perspectives from the GAPS Network and first results for organophosphorus flame retardants","Rauert, C., Harner, T., Schuster, J. K.  et al.","09 spatial scale","Manzano, Carlos","Global"
"8787","7362034","05/12/2021 23:47:42","Air monitoring of new and legacy POPs in the Group of Latin America and Caribbean (GRULAC) region","Rauert, C., Harner, T., Schuster, J. K.  et al.","09 spatial scale","Manzano, Carlos","Regional"
"8788","7362033","05/06/2021 23:47:59","An urban photochemistry study in Santiago de Chile","Rappenglück, B., Schmitz, R., Bauerfeind, M.  et al.","09 spatial scale","Manzano, Carlos","Local"
"8789","7362032","06/07/2021 21:30:31","The evolution of photochemical smog in the Metropolitan Area of Santiago de Chile","Rappenglück, B., Oyola, P., Olaeta, I.  et al.","09 spatial scale","Sanchez, Luis","Local"
"8790","7362031","05/03/2021 18:36:20","Variability of particulate matter (PM10) in Santiago, Chile by phase of the Madden-Julian Oscillation (MJO)","Ragsdale, K. M., Barrett, B. S., Testino, A. P. ","09 spatial scale","Manzano, Carlos","Local"
"8791","7362029","05/19/2021 15:48:02","Heavy weight vehicle traffic and its relationship with antimony content in human blood","Quiroz, W., De Gregori, I., Basilio, P.  et al.","09 spatial scale","Manzano, Carlos","Local"
"8792","7362028","06/02/2021 18:34:57","Antimony speciation in road dust and urban particulate matter in Valparaiso, Chile: Analytical and environmental considerations","Quiroz, W., Cortes, M., Astudillo, F.  et al.","09 spatial scale","Sanchez, Luis","Local"
"8793","7362027","05/23/2021 13:53:05","Analysis of PCB levels in snow from the Aconcagua Mountain (Southern Andes) using the stir bar sorptive extraction","Quiroz, R., Popp, P., Barra, R. ","09 spatial scale","Manzano, Carlos","Local"
"8794","7362026","05/05/2021 13:26:27","Use of data imputation tools to reconstruct incomplete air quality datasets: A case-study in Temuco, Chile","Quinteros, M. E., Lu, S., Blazquez, C.  et al.","09 spatial scale","Sanchez, Luis","Local"
"8795","7362025","06/10/2021 22:56:33","Induction of rat hepatic p4501a1 by organic extracts from airborne particulate matter in Santiago, Chile","Quiñones, L., Gil, L. ","09 spatial scale","Manzano, Carlos","Local"
"8796","7362024","06/04/2021 13:43:02","Heavy metal concentrations in oak wood growth rings from the Taunus (Federal Republic of Germany) and the Valdivia (Chile) regions","Queirolo, F., Valenta, P., Stegen, S.  et al.","09 spatial scale","Sanchez, Luis","Local"
"8797","7362023","05/07/2021 15:20:26","Air pollution, PM2.5 composition, source factors, and respiratory symptoms in asthmatic and nonasthmatic children in Santiago, Chile","Prieto-Parra, L., Yohannessen, K., Brea, C.  et al.","09 spatial scale","Toro, Richard","Local"
"8798","7362022","06/23/2021 16:22:24","Excess respiratory diseases in children and elderly people in a community of Santiago with high particulate air pollution","Prieto C, M. J., Mancilla F, P., Astudillo O, P.  et al.","09 spatial scale","Toro, Richard","Local"
"8799","7362021","05/14/2021 00:21:37","EVOLUTION OF LEAD CONCENTRATION IN THE PARTICULATE MATTER OF SANTIAGO, CHILE, SINCE 1978","Prendez, M. M., Ortiz, J. L., Zolezzi, S. R. ","09 spatial scale","Manzano, Carlos","Local"
"8800","7362019","05/06/2021 16:04:03","Correlation between solar radiation and total syspended particulate matter in Santiago, Chile-Preliminary results","Préndez, M. M., Egido, M., Tomas, C.  et al.","09 spatial scale","Sanchez, Luis","Local"
"8801","7362018","06/03/2021 12:12:30","Determination of emission factors of volatile organic compounds of two native tree species in Chile's metropolitan region","Préndez, M., Peralta, H. ","09 spatial scale","Sanchez, Luis","Micro-scale"
"8802","7362017","06/17/2021 13:24:02","Elemental Composition of Airborne Particulate Matter from Santiago City, Chile, 1976","Préndez, M., Ortiz, J. L., Cortés, E.  et al.","09 spatial scale","Sanchez, Luis","Local"
"8803","7362016","05/14/2021 12:02:44","Application of strategies for sanitation management in wastewater treatment plants in order to control/reduce greenhouse gas emissions","Préndez, M., Lara-González, S. ","09 spatial scale","Sanchez, Luis","Local"
"8804","7362015","06/10/2021 20:36:49","Preliminary study of particulate matter from stationary sources: Application to the emission compensation system of the metropolitan region, Chile","Préndez, M., Corvalán, R. M., Cisternas, M. ","09 spatial scale","Manzano, Carlos","Local"
"8805","7362014","05/14/2021 13:42:22","Biogenic volatile organic compounds from the urban forest of the Metropolitan Region, Chile","Préndez, M., Carvajal, V., Corada, K.  et al.","09 spatial scale","Sanchez, Luis","Local"
"8806","7362013","06/03/2021 18:58:51","Analysis of pollutants in the watershed of the aconcagua river in Chile. Evaluation of human and environmental risks","Préndez, M., Calderón, V. ","09 spatial scale","Manzano, Carlos","Local"
"8807","7362012","06/05/2021 16:26:55","Records of polychlorinated biphenyls (PCBs) in sediments of four remote Chilean Andean Lakes","Pozo, K., Urrutia, R., Barra, R.  et al.","09 spatial scale","Manzano, Carlos","Local"
"8808","7362011","07/23/2021 14:32:17","TEMPORAL TRENDS OF POLYCYCLIC AROMATIC HYDROCARBONS (PAHs) IN A DATED SEDIMENT CORE OF A HIGH ATITUDE MOUNTAIN LAKE: CHUNGARA LAKE-NORTHERN CHILE (18 degrees S)","Pozo, K., Perra, G., Gomez, V.  et al.","09 spatial scale","Sanchez, Luis","Local"
"8809","7362010","05/07/2021 15:32:26","Persistent Organic Pollutants (POPs) in the atmosphere of three Chilean cities using passive air samplers","Pozo, K., Oyola, G., Estellano, V. H.  et al.","09 spatial scale","Sanchez, Luis","Regional"
"8810","7362009","05/09/2021 16:37:13","Occurrence of chlorpyrifos in the atmosphere of the Araucania Region in Chile using polyurethane foam-based passive air samplers","Pozo, K., Llanos, Y., Estellano, V. H.  et al.","09 spatial scale","Manzano, Carlos","Local"
"8811","7362008","06/10/2021 17:13:52","Passive-sampler derived air concentrations of persistent organic pollutants on a north-south transect in Chile","Pozo, K., Harner, T., Shoeib, M.  et al.","09 spatial scale","Sanchez, Luis","Regional"
"8812","7362007","06/13/2021 15:57:13","Survey of persistent organic pollutants (POPs) and polycyclic aromatic hydrocarbons (PAHs) in the atmosphere of rural, urban and industrial areas of Concepcion, Chile, using passive air samplers","Pozo, K., Harner, T., Rudolph, A.  et al.","09 spatial scale","Manzano, Carlos","Local"
"8813","7362006","05/12/2021 21:22:08","Assessing Polycyclic Aromatic Hydrocarbons (PAHs) using passive air sampling in the atmosphere of one of the most wood-smoke-polluted cities in Chile: The case study of Temuco","Pozo, K., Estellano, V. H., Harner, T.  et al.","09 spatial scale","Manzano, Carlos","Local"
"8814","7362005","05/05/2021 21:18:59","Synoptic and local circulations associated with events of high particulate pollution in Valparaiso, Chile","Pozo, D., Marín, J. C., Raga, G. B.  et al.","09 spatial scale","Sanchez, Luis","Regional"
"8815","7362005","05/05/2021 21:18:59","Synoptic and local circulations associated with events of high particulate pollution in Valparaiso, Chile","Pozo, D., Marín, J. C., Raga, G. B.  et al.","09 spatial scale","Sanchez, Luis","Local"
"8816","7362004","05/13/2021 13:07:02","The efficacy of aerosol-cloud radiative perturbations from near-surface emissions in deep open-cell stratocumuli","Possner, A., Wang, H. L., Wood, R.  et al.","09 spatial scale","Sanchez, Luis","Regional"
"8817","7362001","05/07/2021 14:03:51","Sensitivity analysis of biodiesel blends on Benzo[a]pyrene and main emissions using MOVES: A case study in Temuco, Chile","Pino-Cortés, E., Díaz-Robles, L. A., Cubillos, F.  et al.","09 spatial scale","Sanchez, Luis","Local"
"8818","7362000","05/13/2021 18:36:21","Effect of socioeconomic status on the relationship between short-term exposure to PM2.5 and cardiorespiratory mortality and morbidity in a megacity: the case of Santiago de Chile","Pino-Cortés, E., Díaz-Robles, L. A., Campos, V.  et al.","09 spatial scale","Sanchez, Luis","Local"
"8819","7361998","05/26/2021 00:21:38","Rapid drop in infant blood lead levels during the transition to unleaded gasoline use in Santiago, Chile","Pino, P., Walter, T., Oyarzún, M. J.  et al.","09 spatial scale","Sanchez, Luis","Local"
"8820","7361997","05/23/2021 13:50:07","Fine particulate matter and wheezing illnesses in the first year of life","Pino, P., Walter, T., Oyarzun, M.  et al.","09 spatial scale","Manzano, Carlos","Local"
"8821","7361994","05/05/2021 15:34:04","Air-pollution modelling in an urban area: Correlating turbulent diffusion coefficients by means of an artificial neural network approach","Pérez-Roa, R., Castro, J., Jorquera, H.  et al.","09 spatial scale","Manzano, Carlos","Local"
"8822","7361993","06/02/2021 16:23:36","Clean Bus Technologies and the Cost-Effectiveness of Emissions Reductions in Latin America","Pérez-Prada, F., Alves, B. B., Sethi, K.  et al.","09 spatial scale","Sanchez, Luis","Local"
"8823","7361992","05/03/2021 15:36:42","Prediction of PM2.5 concentrations several hours in advance using neural networks in Santiago, Chile","Pérez, P., Trier, A., Reyes, J. ","09 spatial scale","Manzano, Carlos","Local"
"8824","7361991","05/05/2021 16:13:34","Prediction of NO and NO2 concentrations near a street with heavy traffic in Santiago, Chile","Perez, P., Trier, A. ","09 spatial scale","Manzano, Carlos","Local"
"8825","7361990","05/04/2021 22:28:30","PM2.5 forecasting in a large city: Comparison of three methods","Perez, P., Salini, G. ","09 spatial scale","Manzano, Carlos","Local"
"8826","7361988","05/04/2021 14:23:14","An integrated neural network model for PM10 forecasting","Perez, P., Reyes, J. ","09 spatial scale","Toro, Richard","Local"
"8827","7361987","05/04/2021 17:05:51","Prediction of maximum of 24-h average of PM10 concentrations 30 h in advance in Santiago, Chile","Perez, P., Reyes, J. ","09 spatial scale","Sanchez, Luis","Local"
"8828","7361986","05/23/2021 18:53:32","Prediction of particulate air pollution using neural techniques","Perez, P., Reyes, J. ","09 spatial scale","Manzano, Carlos","Local"
"8829","7361985","05/05/2021 13:36:57","Carbon monoxide concentration forecasting in santiago, Chile","Perez, P., Palacios, R., Castillo, A. ","09 spatial scale","Sanchez, Luis","Local"
"8830","7361984","05/12/2021 00:15:44","Comparison of two PM2.5 forecasting models in Osorno, Chile","Perez, P., Nuñez, B. ","09 spatial scale","Toro, Richard","Local"
"8831","7361983","05/14/2021 00:19:11","PM2.5 forecasting in Coyhaique, the most polluted city in the Americas","Perez, P., Menares, C., Ramírez, C. ","09 spatial scale","Manzano, Carlos","Local"
"8832","7361981","04/28/2021 18:26:30","Forecasting of hourly PM2.5 in south-west zone in Santiago de Chile","Perez, P., Menares, C. ","09 spatial scale","Toro, Richard","Local"
"8833","7361980","05/04/2021 14:04:54","Forecasting hourly PM2.5 in Santiago de Chile with emphasis on night episodes","Perez, P., Gramsch, E. ","09 spatial scale","Toro, Richard","Local"
"8834","7361979","05/12/2021 21:26:26","Combined model for PM10 forecasting in a large city","Perez, P. ","09 spatial scale","Manzano, Carlos","Local"
"8835","7361978","05/11/2021 12:29:46","Air quality forecasting in a large city","Perez, P. ","09 spatial scale","Toro, Richard","Local"
"8836","7361977","05/05/2021 10:46:33","Prediction of sulfur dioxide concentrations at a site near downtown Santiago, Chile","Perez, P. ","09 spatial scale","Sanchez, Luis","Local"
"8837","7361974","06/07/2021 16:46:37","Comparative study of the presence of heavy metals utilizing epiphytic corticolous lichens in Talca city, Maule Region, Chile","Pereira, Iris, Tapia, Jaime, Errázuriz, Ignacio  et al.","09 spatial scale","Sanchez, Luis","Local"
"8838","7361973","07/07/2021 09:58:45","Jóvenes universitarios y medio ambiente en Chile: Percepciones y comportamientos","Pavez-Soto, Iskra, León-Valdebenito, Carolina, Triadú-Figueras, Verónica ","09 spatial scale","Manzano, Carlos","Local"
"8839","7361972","06/01/2021 21:23:19","Secondhand tobacco smoke exposure and pulmonary function: A cross-sectional study among non-smoking employees of bar and restaurants in Santiago, Chile","Parro, J., Aceituno, P., Droppelmann, A.  et al.","09 spatial scale","Manzano, Carlos","Local"
"8840","7361971","05/20/2021 00:40:07","Association between coal and firewood combustion and hospital admissions and mortality in Chile 2015-An ecological approach","Paredes, M. C., Munoz, M. P., Salgado, M. V.  et al.","09 spatial scale","Manzano, Carlos","Regional"
"8841","7361970","06/03/2021 18:14:28","Country-level determinants of the severity of the first global wave of the COVID-19 pandemic: An ecological study","Pana, T. A., Bhattacharya, S., Gamble, D. T.  et al.","09 spatial scale","Sanchez, Luis","Global"
"8842","7361969","07/17/2021 22:53:41","POLYCYCLIC AROMATIC HYDROCARBONS AND POLYCHLORINATED BIPHENYLS IN COASTAL ENVIRONMENTS OF VALDIVIA AND VALPARAÍSO, CHILE","Palma-Fleming, HernÁN, Cornejo, Carlos, GonzÁLez, Myriam  et al.","09 spatial scale","Manzano, Carlos","Regional"
"8843","7361968","05/14/2021 15:16:20","Evaluation of micronucleus frequencies in blood lymphocytes from smelting plant workers exposed to arsenic","Paiva, L., Martínez, V., Creus, A.  et al.","09 spatial scale","Toro, Richard","Micro-scale"
"8844","7361966","06/02/2021 21:54:24","Variables meteorolo?gicas y niveles de concentracio?n de material particulado de 10 ?m en Andacollo, Chile: un estudio de dispersio?n y entropi?as","Pacheco, P. R., Parodi, M. C., Mera, E. M.  et al.","09 spatial scale","Manzano, Carlos","Local"
"8845","7361965","06/02/2021 16:08:59","Localized measurements of atmospheric pollutants and meteorological variables: The second law of thermodynamics","Pacheco, P. R., Mera, E. M., Salini, G. A. ","09 spatial scale","Manzano, Carlos","Local"
"8846","7361964","06/25/2021 12:23:20","Entropy and neguentropy: An approach to the process of pollutant diffusion and its sustainability","Pacheco Hernández, P. R., Salini Calderón, G. A., Mera Garrido, E. M. ","09 spatial scale","Sanchez, Luis","Local"
"8847","7361963","06/02/2021 18:57:25","Heat Roadmap Chile: A national district heating plan for air pollution decontamination and decarbonisation","Paardekooper, S., Lund, H., Chang, M.  et al.","09 spatial scale","Manzano, Carlos","Regional"
"8848","7361962","06/04/2021 13:02:38","Measuring the impact of alternative and nuclear energy consumption, carbon dioxide emissions and oil rents on specific growth factors in the panel of Latin American countries","Ozturk, I. ","09 spatial scale","Sanchez, Luis","Global"
"8849","7361961","06/03/2021 17:35:15","Evaluation of sustainable forest and air quality management and the current situation in europe through operation research methods","Ozkaya, G., Erdin, C. ","09 spatial scale","Sanchez, Luis","Global"
"8850","7361958","06/25/2021 16:22:17","Efectos proinflamatorios de la contaminación atmosférica","Oyarzún G, Manuel, Dussaubat D, Nelson, Miller A, M. Eugenia  et al.","09 spatial scale","Toro, Richard","Local"
"8851","7361957","06/03/2021 22:42:59","Life cycle assessment model applied to housing in Chile","Oyarzo, J., Peuportier, B. ","09 spatial scale","Manzano, Carlos","Local"
"8852","7361955","05/13/2021 21:48:38","Air pollution and health effects: A study of medical visits among children in Santiago, Chile","Ostro, B. D., Eskeland, G. S., Sanchez, J. M.  et al.","09 spatial scale","Sanchez, Luis","Local"
"8853","7361953","05/05/2021 18:55:00","Spatial accuracy of a simplified disaggregation method for traffic emissions applied in seven mid-sized Chilean cities","Ossés de Eicker, M., Zah, R., Triviño, R.  et al.","09 spatial scale","Sanchez, Luis","Regional"
"8854","7361952","04/28/2021 23:01:11","Analysis and evolution of air quality monitoring networks using combined statistical information indexes","Osses, A., Gallardo, L., Faundez, T. ","09 spatial scale","Manzano, Carlos","Local"
"8855","7361951","07/18/2021 18:11:26","Validation of the FALL3D model for the 2008 chaitén eruption using field and satellite data","Osores, M. S., Folch, A., Collini, E.  et al.","09 spatial scale","Manzano, Carlos","Regional"
"8856","7361950","05/11/2021 20:28:41","Valuing reductions in environmental pollution in a residential location context","Ortúzar, J. D. D., Rodríguez, G. ","09 spatial scale","Sanchez, Luis","Local"
"8857","7361949","05/10/2021 21:58:42","Tropospheric aerosols above the thermal inversion layer of Santiago, Chile: Size distribution of elemental concentrations","Ortiz, J. L., Apablaza, N., Campos, C.  et al.","09 spatial scale","Sanchez, Luis","Micro-scale"
"8858","7361948","07/05/2021 12:28:26","Calidad del aire e incidencia de fractura osteoporótica de cadera en Chile","Ormeño Illanes, J. C., Quevedo Langenegger, E. I. ","09 spatial scale","Manzano, Carlos","Regional"
"8859","7361947","06/04/2021 16:41:47","The environmental rules of economic development: Governing air pollution from smelters in chuquicamata and la oroya","Orihuela, J. C. ","09 spatial scale","Sanchez, Luis","Regional"
"8860","7361946","05/28/2021 01:07:27","Context matters: The significance of non-economic conditions for income-pollution relationships in Chile and Peru","Orihuela, J. C. ","09 spatial scale","Sanchez, Luis","Regional"
"8861","7361945","06/03/2021 17:19:15","Pellets derived from eucalyptus nitens residue: Physical, chemical, and thermal characterization for a clean combustion product made in Chile","Oliveira, P. E., Leal, P., Pichara, C. ","09 spatial scale","Sanchez, Luis","Micro-scale"
"8862","7361944","05/13/2021 17:13:49","Estimates of black carbon and size-resolved particle number emission factors from residential wood burning based on ambient monitoring and model simulations","Olivares, G., Ström, J., Johansson, C.  et al.","09 spatial scale","Sanchez, Luis","Local"
"8863","7361943","05/05/2021 23:53:01","Regional dispersion of oxidized sulfur in Central Chile","Olivares, G., Gallardo, L., Langner, J.  et al.","09 spatial scale","Sanchez, Luis","Regional"
"8864","7361941","05/14/2021 13:25:34","Cost-effective policies to improve urban air quality in Santiago, Chile","O'Ryan, R. E. ","09 spatial scale","Manzano, Carlos","Local"
"8865","7361940","05/20/2021 00:28:18","Choosing policy instruments for controlling ozone depleting substances in a developing context: The case of Chile","O'Ryan, R., Ulloa, A., Asencio, G. ","09 spatial scale","Manzano, Carlos","Regional"
"8866","7361939","06/02/2021 16:41:17","Comparison of net benefits of incentive-based and command and control environmental regulations: The case of Santiago, Chile","O'Ryan, R., Sánchez, J. M. ","09 spatial scale","Manzano, Carlos","Local"
"8867","7361938","07/17/2021 23:01:56","A CGE framework to evaluate policy options for reducing air pollution emissions in Chile","O'Ryan, R., Miller, S., De Miguel, C. J. ","09 spatial scale","Manzano, Carlos","Regional"
"8868","7361937","04/29/2021 20:36:40","Risk-cost analysis for the regulation of airborne toxic substances in a developing context: The case of arsenic in Chile","O'Ryan, R., Díaz, M. ","09 spatial scale","Toro, Richard","Local"
"8869","7361936","05/25/2021 18:16:26","Air pollution and mortality in latin America: The role of education","O'Neill, M. S., Bell, M. L., Ranjit, N.  et al.","09 spatial scale","Manzano, Carlos","Global"
"8870","7361935","06/19/2021 23:06:58","Nitrogen losses under different cattle grazing frequencies and intensities in a volcanic soil of southern Chile","Núñez, P. A., Demanet, R., Misselbrook, T. H.  et al.","09 spatial scale","Manzano, Carlos","Local"
"8871","7361934","05/23/2021 17:55:38","Bayesian spatiotemporal modeling for estimating short-term exposure to air pollution in Santiago de Chile","Nicolis, O., Diaz, M., Sahu, S. K.  et al.","09 spatial scale","Manzano, Carlos","Local"
"8872","7361933","06/25/2021 13:20:15","Lower incidence of myocardial infarction after smoke-free legislation enforcement in chile","Nazzal, C., Harris, J. E. ","09 spatial scale","Sanchez, Luis","Local"
"8873","7361932","06/25/2021 13:01:34","Secondhand tobacco smoke in public places in Latin America, 2002-2003","Navas-Acien, A., Peruga, A., Breysse, P.  et al.","09 spatial scale","Manzano, Carlos","Regional"
"8874","7361931","06/03/2021 16:58:12","Anxiety, locus of control and appraisal of air pollution","Navarro, P. L., Simpson-Housley, P., de Man, A. F. ","09 spatial scale","Manzano, Carlos","Local"
"8875","7361930","06/10/2021 00:51:52","Short-term effects of solar UV radiation and NO3- supply on the accumulation of mycosporine-like amino acids in Pyropia columbina (Bangiales, Rhodophyta) under spring ozone depletion in the sub-Antarctic region, Chile","Navarro, N. P., Mansilla, A., Figueroa, F. L.  et al.","09 spatial scale","Sanchez, Luis","Micro-scale"
"8876","7361928","05/31/2021 00:06:22","Lung functionin healthy children aged 7 and 8 of the comunes of Cerro Navia and Los Andes exposes to different levels of pollution by MP10","Navarrete, D. C., Vildoso Castillo, J. F., Donoso, E. Q.  et al.","09 spatial scale","Manzano, Carlos","Local"
"8877","7361927","07/14/2021 12:45:43","Lidar observation of the 2011 Puyehue-Cordon Caulle volcanic aerosols at Lauder, New Zealand","Nakamae, K., Uchino, O., Morino, I.  et al.","09 spatial scale","Manzano, Carlos","Global"
"8878","7361926","06/10/2021 22:32:17","Impacto del recambio de tecnología de calefacción en la concentración atmosférica por MP2,5 y en las admisiones por urgencias respiratorias en Coyhaique, Chile","Muñoz-Ibáñez, F. G., Cáceres-Lillo, D. D. ","09 spatial scale","Manzano, Carlos","Local"
"8879","7361925","06/17/2021 15:29:11","Surface indices of wind, stability, and turbulence at a highly polluted urban site in Santiago, Chile, and their relationship with nocturnal particulate matter concentrations","Muñoz, R. C., Corral, M. J. ","09 spatial scale","Sanchez, Luis","Local"
"8880","7361924","06/29/2021 22:18:23","Variability of urban aerosols over Santiago, Chile: Comparison of surface PM 10 concentrations and remote sensing with ceilometer and lidar","Muñoz, R. C., Alcafuz, R. I. ","09 spatial scale","Toro, Richard","Local"
"8881","7361923","06/23/2021 21:12:58","Relative roles of emissions and meteorology in the diurnal pattern of urban PM10: Analysis of the daylight saving time effect","Muñoz, R. C. ","09 spatial scale","Sanchez, Luis","Local"
"8882","7361922","06/05/2021 15:25:49","Tracing the anthropogenic lead sources in coastal sediments of SE-Pacific (36° Lat. S) using stable lead isotopes","Muñoz, P. N. V., Garbe-Schönberg, C. D., Salamanca, M. A. ","09 spatial scale","Manzano, Carlos","Local"
"8883","7361921","07/23/2021 15:47:37","Input of atmospheric lead to marine sediments in a south-east Pacific coastal area (?36°S)","Muñoz, P. N., Salamanca, M. A. ","09 spatial scale","Manzano, Carlos","Local"
"8884","7361920","06/05/2021 17:05:01","Effect of exposure time to PM10 on emergency admissions for acute bronchitis","Muñoz, F., Carvalho, M. S. ","09 spatial scale","Manzano, Carlos","Local"
"8885","7361919","05/05/2021 15:41:53","Environmental studies in two communes of Santiago de Chile by the analysis of magnetic properties of particulate matter deposited on leaves of roadside trees","Muñoz, D., Aguilar, B., Fuentealba, R.  et al.","09 spatial scale","Manzano, Carlos","Local"
"8886","7361918","06/03/2021 15:49:28","CO2 and N2O emissions from an Andisol in Chile under a no-till system using non-fixed closed chambers","Muñoz, Cristina, Paulino, Leandro, Vera, Jenniffer  et al.","09 spatial scale","Sanchez, Luis","Local"
"8887","7361917","06/02/2021 19:10:32","Occupational Exposure to Polycyclic Aromatic Hydrocarbons: A Cross-Sectional Study in Bars and Restaurants in Santiago, Chile","Munoz, C., Droppelmann, A., Erazo, M.  et al.","09 spatial scale","Manzano, Carlos","Local"
"8888","7361916","05/07/2021 16:22:02","Multidecadal environmental pollution in a mega-industrial area in central Chile registered by tree rings","Muñoz, A. A., Klock-Barría, K., Sheppard, P. R.  et al.","09 spatial scale","Manzano, Carlos","Local"
"8889","7361915","05/13/2021 18:43:28","Motivating emissions cleanup: Absolute vs. relative performance standards","Mullins, J. T. ","09 spatial scale","Sanchez, Luis","Local"
"8890","7361914","05/23/2021 13:36:29","Effects of short-term measures to curb air pollution: Evidence From Santiago, Chile","Mullins, J., Bharadwaj, P. ","09 spatial scale","Manzano, Carlos","Local"
"8891","7361913","05/13/2021 21:19:43","Modelling the non-linear multiple-lag effects of ambient temperature on mortality in Santiago and Palermo: A constrained segmented distributed lag approach","Muggeo, V. M., Hajat, S. ","09 spatial scale","Sanchez, Luis","Local"
"8892","7361912","06/01/2021 23:00:17","A comparison between three unmixing models for source apportionment of PM2.5 using alkanes in air from Southern Chile","Mudge, S. M., Bravo-Linares, C., Ovando-Fuentealba, L.  et al.","09 spatial scale","Sanchez, Luis","Regional"
"8893","7361911","05/13/2021 17:45:38","An integrated study of health, environmental and socioeconomic indicators in a mining-impacted community exposed to metal enrichment","Moya, P. M., Arce, G. J., Leiva, C.  et al.","09 spatial scale","Sanchez, Luis","Local"
"8894","7361908","05/12/2021 19:32:23","Modification in the soil and traffic-related sources of particle matter between 1998 and 2007 in santiago de Chile","Moreno, F., Gramsch, E., Oyola, P.  et al.","09 spatial scale","Manzano, Carlos","Local"
"8895","7361907","05/06/2021 23:54:19","Statistical distributions for air pollution applied to the study of the particulate problem in Santiago","Morel, B., Yeh, S., Cifuentes, L. ","09 spatial scale","Manzano, Carlos","Local"
"8896","7361906","05/20/2021 00:09:52","Characterisation of aerosol from Santiago, Chile: An integrated PIXE-SEM-EDX study","Morata, D., Polvé, M., Valdés, A.  et al.","09 spatial scale","Sanchez, Luis","Local"
"8897","7361905","06/10/2021 21:43:08","Rapid determination of inorganic elements in airborne particulate matter by using acidified subcritical-water extraction and inductively-coupled plasma-optical-emission spectrometry","Morales-Riffo, J. J., Richter, P. ","09 spatial scale","Manzano, Carlos","Regional"
"8898","7361904","05/10/2021 16:01:46","The effect of “moss bag” shape in the air monitoring of metal(oid)s in semi-arid sites: Influence of wind speed and moss porosity","Morales-Casa, V., Rebolledo, J., Ginocchio, R.  et al.","09 spatial scale","Sanchez, Luis","Micro-scale"
