"","X","ActiveScreener.Id","Time.of.Screening","Title","Authors","question","answers"
"2767","3924","8720400","12/29/2021 19:04:02","Increased Oxidative Burden Associated with Traffic Component of Ambient Particulate Matter at Roadside and Urban Background Schools Sites in London","Godri, KJ, Harrison, RM, Evans, T  et al.","Answers10","PM"
"2768","3927","8720400","12/29/2021 19:04:02","Increased Oxidative Burden Associated with Traffic Component of Ambient Particulate Matter at Roadside and Urban Background Schools Sites in London","Godri, KJ, Harrison, RM, Evans, T  et al.","Answers13","EUR"
"2769","3930","8720399","12/01/2021 21:21:30","The influence of air cleaners on indoor particulate matter components and oxidative potential in residential households in Beijing","Zhan, Y, Johnson, K, Norris, C  et al.","Answers03","AMB"
"2770","3931","8720399","12/01/2021 21:21:30","The influence of air cleaners on indoor particulate matter components and oxidative potential in residential households in Beijing","Zhan, Y, Johnson, K, Norris, C  et al.","Answers04","TED"
"2771","3934","8720399","12/01/2021 21:21:30","The influence of air cleaners on indoor particulate matter components and oxidative potential in residential households in Beijing","Zhan, Y, Johnson, K, Norris, C  et al.","Answers07","OT07"
"2772","3934","8720399","12/01/2021 21:21:30","The influence of air cleaners on indoor particulate matter components and oxidative potential in residential households in Beijing","Zhan, Y, Johnson, K, Norris, C  et al.","Answers07","DOM"
"2773","3935","8720399","12/01/2021 21:21:30","The influence of air cleaners on indoor particulate matter components and oxidative potential in residential households in Beijing","Zhan, Y, Johnson, K, Norris, C  et al.","Answers08","TRA08"
"2774","3936","8720399","12/01/2021 21:21:30","The influence of air cleaners on indoor particulate matter components and oxidative potential in residential households in Beijing","Zhan, Y, Johnson, K, Norris, C  et al.","Answers09","CON"
"2775","3936","8720399","12/01/2021 21:21:30","The influence of air cleaners on indoor particulate matter components and oxidative potential in residential households in Beijing","Zhan, Y, Johnson, K, Norris, C  et al.","Answers09","TOX"
"2776","3936","8720399","12/01/2021 21:21:30","The influence of air cleaners on indoor particulate matter components and oxidative potential in residential households in Beijing","Zhan, Y, Johnson, K, Norris, C  et al.","Answers09","CHE"
"2777","3937","8720399","12/01/2021 21:21:30","The influence of air cleaners on indoor particulate matter components and oxidative potential in residential households in Beijing","Zhan, Y, Johnson, K, Norris, C  et al.","Answers10","PM"
"2778","3937","8720399","12/01/2021 21:21:30","The influence of air cleaners on indoor particulate matter components and oxidative potential in residential households in Beijing","Zhan, Y, Johnson, K, Norris, C  et al.","Answers10","HM"
"2779","3937","8720399","12/01/2021 21:21:30","The influence of air cleaners on indoor particulate matter components and oxidative potential in residential households in Beijing","Zhan, Y, Johnson, K, Norris, C  et al.","Answers10","CC"
"2780","3940","8720399","12/01/2021 21:21:30","The influence of air cleaners on indoor particulate matter components and oxidative potential in residential households in Beijing","Zhan, Y, Johnson, K, Norris, C  et al.","Answers13","China"
"2781","3947","8720398","12/29/2021 19:27:05","Bioreactivity of particulate matter in Beijing air: Results from plasmid DNA assay","Shao, LY, Shi, ZB, Jones, TP  et al.","Answers07","TRA"
"2782","3949","8720398","12/29/2021 19:27:05","Bioreactivity of particulate matter in Beijing air: Results from plasmid DNA assay","Shao, LY, Shi, ZB, Jones, TP  et al.","Answers09","TOX"
"2783","3949","8720398","12/29/2021 19:27:05","Bioreactivity of particulate matter in Beijing air: Results from plasmid DNA assay","Shao, LY, Shi, ZB, Jones, TP  et al.","Answers09","MET"
"2784","3949","8720398","12/29/2021 19:27:05","Bioreactivity of particulate matter in Beijing air: Results from plasmid DNA assay","Shao, LY, Shi, ZB, Jones, TP  et al.","Answers09","CHE"
"2785","3949","8720398","12/29/2021 19:27:05","Bioreactivity of particulate matter in Beijing air: Results from plasmid DNA assay","Shao, LY, Shi, ZB, Jones, TP  et al.","Answers09","CON"
"2786","3950","8720398","12/29/2021 19:27:05","Bioreactivity of particulate matter in Beijing air: Results from plasmid DNA assay","Shao, LY, Shi, ZB, Jones, TP  et al.","Answers10","HM"
"2787","3950","8720398","12/29/2021 19:27:05","Bioreactivity of particulate matter in Beijing air: Results from plasmid DNA assay","Shao, LY, Shi, ZB, Jones, TP  et al.","Answers10","PM"
"2788","3953","8720398","12/29/2021 19:27:05","Bioreactivity of particulate matter in Beijing air: Results from plasmid DNA assay","Shao, LY, Shi, ZB, Jones, TP  et al.","Answers13","ASI"
"2789","3956","8720397","12/03/2021 18:14:39","Evaluation of a high flow rate electrostatic precipitator (ESP) as a particulate matter (PM) collector for toxicity studies","Pirhadi, M, Mousavi, A, Sioutas, C ","Answers03","AMB"
"2790","3962","8720397","12/03/2021 18:14:39","Evaluation of a high flow rate electrostatic precipitator (ESP) as a particulate matter (PM) collector for toxicity studies","Pirhadi, M, Mousavi, A, Sioutas, C ","Answers09","CON"
"2791","3963","8720397","12/03/2021 18:14:39","Evaluation of a high flow rate electrostatic precipitator (ESP) as a particulate matter (PM) collector for toxicity studies","Pirhadi, M, Mousavi, A, Sioutas, C ","Answers10","PM"
"2792","3963","8720397","12/03/2021 18:14:39","Evaluation of a high flow rate electrostatic precipitator (ESP) as a particulate matter (PM) collector for toxicity studies","Pirhadi, M, Mousavi, A, Sioutas, C ","Answers10","AC"
"2793","3963","8720397","12/03/2021 18:14:39","Evaluation of a high flow rate electrostatic precipitator (ESP) as a particulate matter (PM) collector for toxicity studies","Pirhadi, M, Mousavi, A, Sioutas, C ","Answers10","HM"
"2794","3966","8720397","12/03/2021 18:14:39","Evaluation of a high flow rate electrostatic precipitator (ESP) as a particulate matter (PM) collector for toxicity studies","Pirhadi, M, Mousavi, A, Sioutas, C ","Answers13","NAM"
"2795","3967","8720396","02/20/2022 10:57:44","Fine Particulate Air Pollution and Adverse Birth Outcomes: Effect Modification by Regional Nonvolatile Oxidative Potential","Lavigne, E, Burnett, RT, Stieb, DM  et al.","Answers01","ACA"
"2796","3968","8720396","02/20/2022 10:57:44","Fine Particulate Air Pollution and Adverse Birth Outcomes: Effect Modification by Regional Nonvolatile Oxidative Potential","Lavigne, E, Burnett, RT, Stieb, DM  et al.","Answers02","EOM"
"2797","3970","8720396","02/20/2022 10:57:44","Fine Particulate Air Pollution and Adverse Birth Outcomes: Effect Modification by Regional Nonvolatile Oxidative Potential","Lavigne, E, Burnett, RT, Stieb, DM  et al.","Answers04","RAL"
"2798","3972","8720396","02/20/2022 10:57:44","Fine Particulate Air Pollution and Adverse Birth Outcomes: Effect Modification by Regional Nonvolatile Oxidative Potential","Lavigne, E, Burnett, RT, Stieb, DM  et al.","Answers06","GSH"
"2799","3972","8720396","02/20/2022 10:57:44","Fine Particulate Air Pollution and Adverse Birth Outcomes: Effect Modification by Regional Nonvolatile Oxidative Potential","Lavigne, E, Burnett, RT, Stieb, DM  et al.","Answers06","RTLF"
"2800","3975","8720396","02/20/2022 10:57:44","Fine Particulate Air Pollution and Adverse Birth Outcomes: Effect Modification by Regional Nonvolatile Oxidative Potential","Lavigne, E, Burnett, RT, Stieb, DM  et al.","Answers09","CON"
"2801","3975","8720396","02/20/2022 10:57:44","Fine Particulate Air Pollution and Adverse Birth Outcomes: Effect Modification by Regional Nonvolatile Oxidative Potential","Lavigne, E, Burnett, RT, Stieb, DM  et al.","Answers09","EPI"
"2802","3976","8720396","02/20/2022 10:57:44","Fine Particulate Air Pollution and Adverse Birth Outcomes: Effect Modification by Regional Nonvolatile Oxidative Potential","Lavigne, E, Burnett, RT, Stieb, DM  et al.","Answers10","O3"
"2803","3976","8720396","02/20/2022 10:57:44","Fine Particulate Air Pollution and Adverse Birth Outcomes: Effect Modification by Regional Nonvolatile Oxidative Potential","Lavigne, E, Burnett, RT, Stieb, DM  et al.","Answers10","NOX"
"2804","3979","8720396","02/20/2022 10:57:44","Fine Particulate Air Pollution and Adverse Birth Outcomes: Effect Modification by Regional Nonvolatile Oxidative Potential","Lavigne, E, Burnett, RT, Stieb, DM  et al.","Answers13","Canada"
"2805","3980","8720395","11/15/2021 19:38:42","Prenatal Exposure to Multiple Air Pollutants, Mediating Molecular Mechanisms, and Shifts in Birthweight","Laine, JE, Bodinier, B, Robinson, O  et al.","Answers01","ACA"
"2806","3985","8720395","11/15/2021 19:38:42","Prenatal Exposure to Multiple Air Pollutants, Mediating Molecular Mechanisms, and Shifts in Birthweight","Laine, JE, Bodinier, B, Robinson, O  et al.","Answers06","GSH"
"2807","3988","8720395","11/15/2021 19:38:42","Prenatal Exposure to Multiple Air Pollutants, Mediating Molecular Mechanisms, and Shifts in Birthweight","Laine, JE, Bodinier, B, Robinson, O  et al.","Answers09","CON"
"2808","3989","8720395","11/15/2021 19:38:42","Prenatal Exposure to Multiple Air Pollutants, Mediating Molecular Mechanisms, and Shifts in Birthweight","Laine, JE, Bodinier, B, Robinson, O  et al.","Answers10","PM"
"2809","3992","8720395","11/15/2021 19:38:42","Prenatal Exposure to Multiple Air Pollutants, Mediating Molecular Mechanisms, and Shifts in Birthweight","Laine, JE, Bodinier, B, Robinson, O  et al.","Answers13","Italy"
"2810","3992","8720395","11/15/2021 19:38:42","Prenatal Exposure to Multiple Air Pollutants, Mediating Molecular Mechanisms, and Shifts in Birthweight","Laine, JE, Bodinier, B, Robinson, O  et al.","Answers13","Spain"
"2811","3992","8720395","11/15/2021 19:38:42","Prenatal Exposure to Multiple Air Pollutants, Mediating Molecular Mechanisms, and Shifts in Birthweight","Laine, JE, Bodinier, B, Robinson, O  et al.","Answers13","Greece"
"2812","3992","8720395","11/15/2021 19:38:42","Prenatal Exposure to Multiple Air Pollutants, Mediating Molecular Mechanisms, and Shifts in Birthweight","Laine, JE, Bodinier, B, Robinson, O  et al.","Answers13","EUR"
"2813","3993","8720394","11/15/2021 19:24:29","Identification of PM2.5 sources contributing to both Brown carbon and reactive oxygen species generation in winter in Beijing, China","Yan, CQ, Ma, SX, He, QF  et al.","Answers01","ACA"
"2814","3999","8720394","11/15/2021 19:24:29","Identification of PM2.5 sources contributing to both Brown carbon and reactive oxygen species generation in winter in Beijing, China","Yan, CQ, Ma, SX, He, QF  et al.","Answers07","TRA"
"2815","3999","8720394","11/15/2021 19:24:29","Identification of PM2.5 sources contributing to both Brown carbon and reactive oxygen species generation in winter in Beijing, China","Yan, CQ, Ma, SX, He, QF  et al.","Answers07","BBN"
"2816","4000","8720394","11/15/2021 19:24:29","Identification of PM2.5 sources contributing to both Brown carbon and reactive oxygen species generation in winter in Beijing, China","Yan, CQ, Ma, SX, He, QF  et al.","Answers08","TRA08"
"2817","4001","8720394","11/15/2021 19:24:29","Identification of PM2.5 sources contributing to both Brown carbon and reactive oxygen species generation in winter in Beijing, China","Yan, CQ, Ma, SX, He, QF  et al.","Answers09","CON"
"2818","4002","8720394","11/15/2021 19:24:29","Identification of PM2.5 sources contributing to both Brown carbon and reactive oxygen species generation in winter in Beijing, China","Yan, CQ, Ma, SX, He, QF  et al.","Answers10","AC"
"2819","4002","8720394","11/15/2021 19:24:29","Identification of PM2.5 sources contributing to both Brown carbon and reactive oxygen species generation in winter in Beijing, China","Yan, CQ, Ma, SX, He, QF  et al.","Answers10","PM"
"2820","4002","8720394","11/15/2021 19:24:29","Identification of PM2.5 sources contributing to both Brown carbon and reactive oxygen species generation in winter in Beijing, China","Yan, CQ, Ma, SX, He, QF  et al.","Answers10","HM"
"2821","4002","8720394","11/15/2021 19:24:29","Identification of PM2.5 sources contributing to both Brown carbon and reactive oxygen species generation in winter in Beijing, China","Yan, CQ, Ma, SX, He, QF  et al.","Answers10","CC"
"2822","4005","8720394","11/15/2021 19:24:29","Identification of PM2.5 sources contributing to both Brown carbon and reactive oxygen species generation in winter in Beijing, China","Yan, CQ, Ma, SX, He, QF  et al.","Answers13","ASI"
"2823","4011","8720393","02/23/2022 17:18:25","Oxidative potential (OP) and mineralogy of iron ore particulate matter at the Gol-E-Gohar Mining and Industrial Facility (Iran)","Soltani, N, Keshavarzi, B, Sorooshian, A  et al.","Answers06","RTLF"
"2824","4011","8720393","02/23/2022 17:18:25","Oxidative potential (OP) and mineralogy of iron ore particulate matter at the Gol-E-Gohar Mining and Industrial Facility (Iran)","Soltani, N, Keshavarzi, B, Sorooshian, A  et al.","Answers06","UA"
"2825","4011","8720393","02/23/2022 17:18:25","Oxidative potential (OP) and mineralogy of iron ore particulate matter at the Gol-E-Gohar Mining and Industrial Facility (Iran)","Soltani, N, Keshavarzi, B, Sorooshian, A  et al.","Answers06","GSH"
"2826","4012","8720393","02/23/2022 17:18:25","Oxidative potential (OP) and mineralogy of iron ore particulate matter at the Gol-E-Gohar Mining and Industrial Facility (Iran)","Soltani, N, Keshavarzi, B, Sorooshian, A  et al.","Answers07","MIN"
"2827","4014","8720393","02/23/2022 17:18:25","Oxidative potential (OP) and mineralogy of iron ore particulate matter at the Gol-E-Gohar Mining and Industrial Facility (Iran)","Soltani, N, Keshavarzi, B, Sorooshian, A  et al.","Answers09","CON"
"2828","4014","8720393","02/23/2022 17:18:25","Oxidative potential (OP) and mineralogy of iron ore particulate matter at the Gol-E-Gohar Mining and Industrial Facility (Iran)","Soltani, N, Keshavarzi, B, Sorooshian, A  et al.","Answers09","MET"
"2829","4014","8720393","02/23/2022 17:18:25","Oxidative potential (OP) and mineralogy of iron ore particulate matter at the Gol-E-Gohar Mining and Industrial Facility (Iran)","Soltani, N, Keshavarzi, B, Sorooshian, A  et al.","Answers09","PHM"
"2830","4015","8720393","02/23/2022 17:18:25","Oxidative potential (OP) and mineralogy of iron ore particulate matter at the Gol-E-Gohar Mining and Industrial Facility (Iran)","Soltani, N, Keshavarzi, B, Sorooshian, A  et al.","Answers10","PM"
"2831","4015","8720393","02/23/2022 17:18:25","Oxidative potential (OP) and mineralogy of iron ore particulate matter at the Gol-E-Gohar Mining and Industrial Facility (Iran)","Soltani, N, Keshavarzi, B, Sorooshian, A  et al.","Answers10","HM"
"2832","4018","8720393","02/23/2022 17:18:25","Oxidative potential (OP) and mineralogy of iron ore particulate matter at the Gol-E-Gohar Mining and Industrial Facility (Iran)","Soltani, N, Keshavarzi, B, Sorooshian, A  et al.","Answers13","ASI"
"2833","4021","8720392","11/11/2021 13:20:40","Comparison of cytotoxicity induced by PM2.5-bound polycyclic aromatic compounds from different environments in Xi'an, China","Niu, XY, Ho, KF, Chuang, HC  et al.","Answers03","AMB"
"2834","4025","8720392","11/11/2021 13:20:40","Comparison of cytotoxicity induced by PM2.5-bound polycyclic aromatic compounds from different environments in Xi'an, China","Niu, XY, Ho, KF, Chuang, HC  et al.","Answers07","DOM"
"2835","4025","8720392","11/11/2021 13:20:40","Comparison of cytotoxicity induced by PM2.5-bound polycyclic aromatic compounds from different environments in Xi'an, China","Niu, XY, Ho, KF, Chuang, HC  et al.","Answers07","BBN"
"2836","4027","8720392","11/11/2021 13:20:40","Comparison of cytotoxicity induced by PM2.5-bound polycyclic aromatic compounds from different environments in Xi'an, China","Niu, XY, Ho, KF, Chuang, HC  et al.","Answers09","CHE"
"2837","4027","8720392","11/11/2021 13:20:40","Comparison of cytotoxicity induced by PM2.5-bound polycyclic aromatic compounds from different environments in Xi'an, China","Niu, XY, Ho, KF, Chuang, HC  et al.","Answers09","CON"
"2838","4028","8720392","11/11/2021 13:20:40","Comparison of cytotoxicity induced by PM2.5-bound polycyclic aromatic compounds from different environments in Xi'an, China","Niu, XY, Ho, KF, Chuang, HC  et al.","Answers10","QUI"
"2839","4028","8720392","11/11/2021 13:20:40","Comparison of cytotoxicity induced by PM2.5-bound polycyclic aromatic compounds from different environments in Xi'an, China","Niu, XY, Ho, KF, Chuang, HC  et al.","Answers10","PM"
"2840","4028","8720392","11/11/2021 13:20:40","Comparison of cytotoxicity induced by PM2.5-bound polycyclic aromatic compounds from different environments in Xi'an, China","Niu, XY, Ho, KF, Chuang, HC  et al.","Answers10","BIE"
"2841","4031","8720392","11/11/2021 13:20:40","Comparison of cytotoxicity induced by PM2.5-bound polycyclic aromatic compounds from different environments in Xi'an, China","Niu, XY, Ho, KF, Chuang, HC  et al.","Answers13","ASI"
"2842","4038","8720391","02/18/2022 19:02:30","Associations between Ambient Fine Particulate Oxidative Potential and Cardiorespiratory Emergency Department Visits","Abrams, JY, Weber, RJ, Klein, M  et al.","Answers07","TRA"
"2843","4038","8720391","02/18/2022 19:02:30","Associations between Ambient Fine Particulate Oxidative Potential and Cardiorespiratory Emergency Department Visits","Abrams, JY, Weber, RJ, Klein, M  et al.","Answers07","NEE"
"2844","4040","8720391","02/18/2022 19:02:30","Associations between Ambient Fine Particulate Oxidative Potential and Cardiorespiratory Emergency Department Visits","Abrams, JY, Weber, RJ, Klein, M  et al.","Answers09","MET"
"2845","4040","8720391","02/18/2022 19:02:30","Associations between Ambient Fine Particulate Oxidative Potential and Cardiorespiratory Emergency Department Visits","Abrams, JY, Weber, RJ, Klein, M  et al.","Answers09","CON"
"2846","4040","8720391","02/18/2022 19:02:30","Associations between Ambient Fine Particulate Oxidative Potential and Cardiorespiratory Emergency Department Visits","Abrams, JY, Weber, RJ, Klein, M  et al.","Answers09","CHE"
"2847","4041","8720391","02/18/2022 19:02:30","Associations between Ambient Fine Particulate Oxidative Potential and Cardiorespiratory Emergency Department Visits","Abrams, JY, Weber, RJ, Klein, M  et al.","Answers10","O3"
"2848","4041","8720391","02/18/2022 19:02:30","Associations between Ambient Fine Particulate Oxidative Potential and Cardiorespiratory Emergency Department Visits","Abrams, JY, Weber, RJ, Klein, M  et al.","Answers10","NOX"
"2849","4041","8720391","02/18/2022 19:02:30","Associations between Ambient Fine Particulate Oxidative Potential and Cardiorespiratory Emergency Department Visits","Abrams, JY, Weber, RJ, Klein, M  et al.","Answers10","AC"
"2850","4041","8720391","02/18/2022 19:02:30","Associations between Ambient Fine Particulate Oxidative Potential and Cardiorespiratory Emergency Department Visits","Abrams, JY, Weber, RJ, Klein, M  et al.","Answers10","COX"
"2851","4041","8720391","02/18/2022 19:02:30","Associations between Ambient Fine Particulate Oxidative Potential and Cardiorespiratory Emergency Department Visits","Abrams, JY, Weber, RJ, Klein, M  et al.","Answers10","SOX"
"2852","4041","8720391","02/18/2022 19:02:30","Associations between Ambient Fine Particulate Oxidative Potential and Cardiorespiratory Emergency Department Visits","Abrams, JY, Weber, RJ, Klein, M  et al.","Answers10","CC"
"2853","4041","8720391","02/18/2022 19:02:30","Associations between Ambient Fine Particulate Oxidative Potential and Cardiorespiratory Emergency Department Visits","Abrams, JY, Weber, RJ, Klein, M  et al.","Answers10","HM"
"2854","4044","8720391","02/18/2022 19:02:30","Associations between Ambient Fine Particulate Oxidative Potential and Cardiorespiratory Emergency Department Visits","Abrams, JY, Weber, RJ, Klein, M  et al.","Answers13","United States"
"2855","4053","8720390","02/23/2022 17:07:41","Seasonal Variation in the Chemical Composition and Oxidative Potential of PM2.5","Vinson, A, Sidwell, A, Black, O  et al.","Answers09","CHE"
"2856","4053","8720390","02/23/2022 17:07:41","Seasonal Variation in the Chemical Composition and Oxidative Potential of PM2.5","Vinson, A, Sidwell, A, Black, O  et al.","Answers09","CON"
"2857","4054","8720390","02/23/2022 17:07:41","Seasonal Variation in the Chemical Composition and Oxidative Potential of PM2.5","Vinson, A, Sidwell, A, Black, O  et al.","Answers10","PM"
"2858","4057","8720390","02/23/2022 17:07:41","Seasonal Variation in the Chemical Composition and Oxidative Potential of PM2.5","Vinson, A, Sidwell, A, Black, O  et al.","Answers13","NAM"
"2859","4059","8720389","11/05/2021 10:51:38","Oxidative potential of on-road fine particulate matter (PM2.5) measured on major freeways of Los Angeles, CA, and a 10-year comparison with earlier roadside studies","Shirmohammadi, F, Wang, DB, Hasheminassab, S  et al.","Answers02","ACP"
"2860","4061","8720389","11/05/2021 10:51:38","Oxidative potential of on-road fine particulate matter (PM2.5) measured on major freeways of Los Angeles, CA, and a 10-year comparison with earlier roadside studies","Shirmohammadi, F, Wang, DB, Hasheminassab, S  et al.","Answers04","HEA"
"2861","4064","8720389","11/05/2021 10:51:38","Oxidative potential of on-road fine particulate matter (PM2.5) measured on major freeways of Los Angeles, CA, and a 10-year comparison with earlier roadside studies","Shirmohammadi, F, Wang, DB, Hasheminassab, S  et al.","Answers07","TRA"
"2862","4066","8720389","11/05/2021 10:51:38","Oxidative potential of on-road fine particulate matter (PM2.5) measured on major freeways of Los Angeles, CA, and a 10-year comparison with earlier roadside studies","Shirmohammadi, F, Wang, DB, Hasheminassab, S  et al.","Answers09","CHE"
"2863","4066","8720389","11/05/2021 10:51:38","Oxidative potential of on-road fine particulate matter (PM2.5) measured on major freeways of Los Angeles, CA, and a 10-year comparison with earlier roadside studies","Shirmohammadi, F, Wang, DB, Hasheminassab, S  et al.","Answers09","MET"
"2864","4066","8720389","11/05/2021 10:51:38","Oxidative potential of on-road fine particulate matter (PM2.5) measured on major freeways of Los Angeles, CA, and a 10-year comparison with earlier roadside studies","Shirmohammadi, F, Wang, DB, Hasheminassab, S  et al.","Answers09","TOX"
"2865","4067","8720389","11/05/2021 10:51:38","Oxidative potential of on-road fine particulate matter (PM2.5) measured on major freeways of Los Angeles, CA, and a 10-year comparison with earlier roadside studies","Shirmohammadi, F, Wang, DB, Hasheminassab, S  et al.","Answers10","PM"
"2866","4067","8720389","11/05/2021 10:51:38","Oxidative potential of on-road fine particulate matter (PM2.5) measured on major freeways of Los Angeles, CA, and a 10-year comparison with earlier roadside studies","Shirmohammadi, F, Wang, DB, Hasheminassab, S  et al.","Answers10","CC"
"2867","4067","8720389","11/05/2021 10:51:38","Oxidative potential of on-road fine particulate matter (PM2.5) measured on major freeways of Los Angeles, CA, and a 10-year comparison with earlier roadside studies","Shirmohammadi, F, Wang, DB, Hasheminassab, S  et al.","Answers10","PAH"
"2868","4070","8720389","11/05/2021 10:51:38","Oxidative potential of on-road fine particulate matter (PM2.5) measured on major freeways of Los Angeles, CA, and a 10-year comparison with earlier roadside studies","Shirmohammadi, F, Wang, DB, Hasheminassab, S  et al.","Answers13","United States"
"2869","4072","8720388","02/28/2022 21:56:17","Exposure to Air Pollution during Pregnancy and Childhood, and White Matter Microstructure in Preadolescents","Lubczynska, MJ, Muetzel, RL, El Marroun, H  et al.","Answers02","EXA"
"2870","4076","8720388","02/28/2022 21:56:17","Exposure to Air Pollution during Pregnancy and Childhood, and White Matter Microstructure in Preadolescents","Lubczynska, MJ, Muetzel, RL, El Marroun, H  et al.","Answers06","DTT"
"2871","4077","8720388","02/28/2022 21:56:17","Exposure to Air Pollution during Pregnancy and Childhood, and White Matter Microstructure in Preadolescents","Lubczynska, MJ, Muetzel, RL, El Marroun, H  et al.","Answers07","TRA"
"2872","4079","8720388","02/28/2022 21:56:17","Exposure to Air Pollution during Pregnancy and Childhood, and White Matter Microstructure in Preadolescents","Lubczynska, MJ, Muetzel, RL, El Marroun, H  et al.","Answers09","EPI"
"2873","4079","8720388","02/28/2022 21:56:17","Exposure to Air Pollution during Pregnancy and Childhood, and White Matter Microstructure in Preadolescents","Lubczynska, MJ, Muetzel, RL, El Marroun, H  et al.","Answers09","CHE"
"2874","4080","8720388","02/28/2022 21:56:17","Exposure to Air Pollution during Pregnancy and Childhood, and White Matter Microstructure in Preadolescents","Lubczynska, MJ, Muetzel, RL, El Marroun, H  et al.","Answers10","PM"
"2875","4080","8720388","02/28/2022 21:56:17","Exposure to Air Pollution during Pregnancy and Childhood, and White Matter Microstructure in Preadolescents","Lubczynska, MJ, Muetzel, RL, El Marroun, H  et al.","Answers10","HM"
"2876","4080","8720388","02/28/2022 21:56:17","Exposure to Air Pollution during Pregnancy and Childhood, and White Matter Microstructure in Preadolescents","Lubczynska, MJ, Muetzel, RL, El Marroun, H  et al.","Answers10","CC"
"2877","4080","8720388","02/28/2022 21:56:17","Exposure to Air Pollution during Pregnancy and Childhood, and White Matter Microstructure in Preadolescents","Lubczynska, MJ, Muetzel, RL, El Marroun, H  et al.","Answers10","PAH"
"2878","4083","8720388","02/28/2022 21:56:17","Exposure to Air Pollution during Pregnancy and Childhood, and White Matter Microstructure in Preadolescents","Lubczynska, MJ, Muetzel, RL, El Marroun, H  et al.","Answers13","EUR"
"2879","4087","8720387","11/23/2021 19:14:43","Temporal variation of oxidative potential of water soluble components of ambient PM2.5 measured by dithiothreitol (DTT) assay","Wang, JP, Lin, X, Lu, LP  et al.","Answers04","HEA"
"2880","4090","8720387","11/23/2021 19:14:43","Temporal variation of oxidative potential of water soluble components of ambient PM2.5 measured by dithiothreitol (DTT) assay","Wang, JP, Lin, X, Lu, LP  et al.","Answers07","NEE"
"2881","4090","8720387","11/23/2021 19:14:43","Temporal variation of oxidative potential of water soluble components of ambient PM2.5 measured by dithiothreitol (DTT) assay","Wang, JP, Lin, X, Lu, LP  et al.","Answers07","DOM"
"2882","4090","8720387","11/23/2021 19:14:43","Temporal variation of oxidative potential of water soluble components of ambient PM2.5 measured by dithiothreitol (DTT) assay","Wang, JP, Lin, X, Lu, LP  et al.","Answers07","TRA"
"2883","4092","8720387","11/23/2021 19:14:43","Temporal variation of oxidative potential of water soluble components of ambient PM2.5 measured by dithiothreitol (DTT) assay","Wang, JP, Lin, X, Lu, LP  et al.","Answers09","MET"
"2884","4092","8720387","11/23/2021 19:14:43","Temporal variation of oxidative potential of water soluble components of ambient PM2.5 measured by dithiothreitol (DTT) assay","Wang, JP, Lin, X, Lu, LP  et al.","Answers09","CHE"
"2885","4093","8720387","11/23/2021 19:14:43","Temporal variation of oxidative potential of water soluble components of ambient PM2.5 measured by dithiothreitol (DTT) assay","Wang, JP, Lin, X, Lu, LP  et al.","Answers10","SOX"
"2886","4093","8720387","11/23/2021 19:14:43","Temporal variation of oxidative potential of water soluble components of ambient PM2.5 measured by dithiothreitol (DTT) assay","Wang, JP, Lin, X, Lu, LP  et al.","Answers10","NOX"
"2887","4093","8720387","11/23/2021 19:14:43","Temporal variation of oxidative potential of water soluble components of ambient PM2.5 measured by dithiothreitol (DTT) assay","Wang, JP, Lin, X, Lu, LP  et al.","Answers10","PM"
"2888","4093","8720387","11/23/2021 19:14:43","Temporal variation of oxidative potential of water soluble components of ambient PM2.5 measured by dithiothreitol (DTT) assay","Wang, JP, Lin, X, Lu, LP  et al.","Answers10","O3"
"2889","4093","8720387","11/23/2021 19:14:43","Temporal variation of oxidative potential of water soluble components of ambient PM2.5 measured by dithiothreitol (DTT) assay","Wang, JP, Lin, X, Lu, LP  et al.","Answers10","COX"
"2890","4096","8720387","11/23/2021 19:14:43","Temporal variation of oxidative potential of water soluble components of ambient PM2.5 measured by dithiothreitol (DTT) assay","Wang, JP, Lin, X, Lu, LP  et al.","Answers13","ASI"
"2891","4100","8720386","11/15/2021 15:45:55","Airborne endotoxin in fine particulate matter in Beijing","Guan, TJ, Yao, MS, Wang, JX  et al.","Answers04","HEA"
"2892","4105","8720386","11/15/2021 15:45:55","Airborne endotoxin in fine particulate matter in Beijing","Guan, TJ, Yao, MS, Wang, JX  et al.","Answers09","MET"
"2893","4105","8720386","11/15/2021 15:45:55","Airborne endotoxin in fine particulate matter in Beijing","Guan, TJ, Yao, MS, Wang, JX  et al.","Answers09","CHE"
"2894","4105","8720386","11/15/2021 15:45:55","Airborne endotoxin in fine particulate matter in Beijing","Guan, TJ, Yao, MS, Wang, JX  et al.","Answers09","CON"
"2895","4106","8720386","11/15/2021 15:45:55","Airborne endotoxin in fine particulate matter in Beijing","Guan, TJ, Yao, MS, Wang, JX  et al.","Answers10","AC"
"2896","4106","8720386","11/15/2021 15:45:55","Airborne endotoxin in fine particulate matter in Beijing","Guan, TJ, Yao, MS, Wang, JX  et al.","Answers10","PM"
"2897","4109","8720386","11/15/2021 15:45:55","Airborne endotoxin in fine particulate matter in Beijing","Guan, TJ, Yao, MS, Wang, JX  et al.","Answers13","China"
"2898","4118","8720385","02/26/2022 15:39:41","Mitochondrial Genetic Background Modifies the Relationship between Traffic-Related Air Pollution Exposure and Systemic Biomarkers of Inflammation","Wittkopp, S, Staimer, N, Tjoa, T  et al.","Answers09","CON"
